transaction_id,merchant_id,timestamp,amount,payment_method,failed_attempts,transactions_1min,transactions_5min,transactions_10min,transactions_1hour,avg_amount_24h,std_amount_24h,device_id,ip_address,new_device,new_ip,latitude,longitude,previous_latitude,previous_longitude,is_fraud,fraud_type
TXN_006682,MERCHANT_019,2026-09-01 01:09:00,462.02,WALLET,0,0,5,6,28,427.87,219.29,DEVICE_0214,192.168.226.236,0,0,28.26105,87.20982,28.17346,87.15389,0,NORMAL
TXN_007534,MERCHANT_003,2026-09-01 01:09:09,840.79,WALLET,0,0,4,8,56,951.07,131.5,DEVICE_0145,192.168.84.228,0,0,29.53386,76.8993,29.51141,76.86113,0,NORMAL
TXN_008624,MERCHANT_001,2026-09-01 01:09:36,336.6,CARD,0,0,5,5,41,321.11,88.3,DEVICE_0240,192.168.205.99,0,0,32.9275,84.56077,32.9357,84.63397,0,NORMAL
TXN_004102,MERCHANT_098,2026-09-01 01:09:53,670.69,WALLET,0,1,3,9,41,498.21,242.14,DEVICE_0356,192.168.178.243,0,0,16.00872,88.16965,16.01044,88.10263,0,NORMAL
TXN_004386,MERCHANT_096,2026-09-01 01:09:55,983.39,WALLET,2,0,0,5,45,876.47,181.18,DEVICE_0037,192.168.94.128,0,0,34.60539,85.93541,34.55674,85.89157,0,NORMAL
TXN_001588,MERCHANT_090,2026-09-01 01:10:27,198.39,CARD,0,1,5,5,34,232.39,55.84,DEVICE_0261,192.168.71.64,0,0,18.8358,78.24266,18.84286,78.27672,0,NORMAL
TXN_006982,MERCHANT_021,2026-09-01 01:11:58,701.14,NETBANKING,1,1,4,10,38,717.74,70.27,DEVICE_0274,192.168.69.56,0,0,30.41352,78.29483,30.51936,78.25561,0,NORMAL
TXN_009813,MERCHANT_079,2026-09-01 01:12:22,953.31,NETBANKING,0,2,9,9,37,785.51,133.71,DEVICE_0108,192.168.221.13,0,1,10.6802,74.21706,10.63543,74.1677,0,NORMAL
TXN_005744,MERCHANT_093,2026-09-01 01:12:24,716.25,CARD,7,28,61,146,403,669.87,89.56,DEVICE_0061,192.168.207.126,0,0,31.54966,77.07511,31.56905,77.05032,1,VELOCITY_SPIKE
TXN_005177,MERCHANT_025,2026-09-01 01:14:00,680.68,NETBANKING,0,1,7,7,36,784.7,211.82,DEVICE_0049,192.168.196.171,0,0,32.70804,69.6537,32.68439,69.62367,0,NORMAL
TXN_001895,MERCHANT_043,2026-09-01 01:14:30,191.68,UPI,0,2,2,9,36,269.26,92.86,DEVICE_0154,192.168.35.217,0,0,20.58024,70.11465,20.57052,70.08159,0,NORMAL
TXN_003736,MERCHANT_094,2026-09-01 01:14:53,1213.13,UPI,0,0,2,4,44,853.95,198.48,DEVICE_0204,192.168.207.140,0,0,8.15088,75.18909,8.08983,75.14495,0,NORMAL
TXN_000616,MERCHANT_065,2026-09-01 01:16:56,435.37,UPI,0,1,5,13,37,435.0,245.67,DEVICE_0329,192.168.87.106,0,0,9.09079,75.25991,9.09907,75.3474,0,NORMAL
TXN_000521,MERCHANT_062,2026-09-01 01:18:16,182.73,NETBANKING,1,0,1,10,32,288.35,144.32,DEVICE_0071,192.168.38.42,0,0,34.62394,73.59568,34.56182,73.62632,0,NORMAL
TXN_002291,MERCHANT_001,2026-09-01 01:19:28,809.7,WALLET,0,1,4,10,34,982.58,150.05,DEVICE_0123,192.168.65.34,0,0,33.22811,85.94825,33.24214,85.93995,0,NORMAL
TXN_009053,MERCHANT_025,2026-09-01 01:20:31,222.67,WALLET,0,0,5,6,42,235.56,211.56,DEVICE_0316,192.168.148.214,0,0,30.56582,78.68538,30.5195,78.67208,0,NORMAL
TXN_001026,MERCHANT_041,2026-09-01 01:20:57,842.12,UPI,1,0,6,6,48,814.98,171.92,DEVICE_0349,192.168.21.30,0,0,30.7029,82.8904,30.65067,82.87717,0,NORMAL
TXN_005673,MERCHANT_100,2026-09-01 01:24:21,98.08,WALLET,0,2,2,9,39,260.91,107.73,DEVICE_0451,192.168.78.152,0,0,14.54623,68.07448,14.54191,68.10076,0,NORMAL
TXN_003490,MERCHANT_023,2026-09-01 01:24:33,1096.31,NETBANKING,0,1,6,7,47,997.61,180.58,DEVICE_0153,192.168.88.27,0,0,25.35719,73.36373,25.36629,73.38747,0,NORMAL
TXN_008000,MERCHANT_027,2026-09-01 01:27:38,354.79,UPI,0,0,3,7,50,257.39,102.04,DEVICE_0120,192.168.202.204,0,0,31.37751,81.78052,31.37654,81.82006,0,NORMAL
TXN_001499,MERCHANT_097,2026-09-01 01:27:38,284.16,NETBANKING,2,0,4,7,40,320.16,121.68,DEVICE_0188,192.168.136.181,1,0,23.44388,69.35895,23.45948,69.40871,0,NORMAL
TXN_004550,MERCHANT_065,2026-09-01 01:27:45,438.52,UPI,0,1,4,8,35,457.62,155.38,DEVICE_0384,192.168.164.97,0,0,11.87223,70.56113,11.8017,70.56763,0,NORMAL
TXN_006513,MERCHANT_075,2026-09-01 01:28:42,412.69,UPI,0,0,2,13,38,649.28,170.38,DEVICE_0157,192.168.127.45,0,0,13.70505,84.57613,13.63001,84.56105,0,NORMAL
TXN_007137,MERCHANT_034,2026-09-01 01:29:53,861.23,CARD,0,1,4,7,36,671.84,184.51,DEVICE_0474,192.168.175.199,0,0,34.96685,85.76819,34.98888,85.72337,0,NORMAL
TXN_002031,MERCHANT_097,2026-09-01 01:30:33,817.26,WALLET,1,0,5,7,50,906.53,105.14,DEVICE_0486,192.168.199.24,0,0,29.54363,71.47535,29.50031,71.4439,0,NORMAL
TXN_004206,MERCHANT_098,2026-09-01 01:31:06,752.86,UPI,0,2,4,11,44,833.96,68.68,DEVICE_0343,192.168.229.185,0,0,21.70511,69.46258,21.71993,69.40728,0,NORMAL
TXN_002199,MERCHANT_090,2026-09-01 01:32:19,5231.04,WALLET,4,28,104,130,44,878.8,239.87,DEVICE_0121,192.168.202.24,1,1,33.44477,73.02426,33.46471,73.06395,1,COMBINED_ATTACK
TXN_009778,MERCHANT_062,2026-09-01 01:32:27,420.39,NETBANKING,0,1,3,5,35,310.08,189.66,DEVICE_0114,192.168.130.8,0,0,19.74542,77.3565,19.70088,77.35228,0,NORMAL
TXN_004475,MERCHANT_028,2026-09-01 01:33:41,736.45,UPI,0,1,6,7,47,599.41,84.21,DEVICE_0317,192.168.135.98,0,0,14.78694,78.90049,14.81448,78.93269,0,NORMAL
TXN_003634,MERCHANT_059,2026-09-01 01:36:27,365.86,WALLET,1,1,11,11,39,480.22,207.58,DEVICE_0030,192.168.100.97,0,0,19.43076,77.45164,8.64148,84.09239,1,LOCATION_ANOMALY
TXN_006464,MERCHANT_012,2026-09-01 01:37:06,475.75,NETBANKING,0,0,6,7,42,395.15,81.68,DEVICE_0016,192.168.92.233,0,0,21.01332,86.55734,21.05485,86.58577,0,NORMAL
TXN_006102,MERCHANT_083,2026-09-01 01:37:42,502.04,CARD,0,0,2,8,45,562.34,70.25,DEVICE_0219,192.168.96.190,0,0,34.82103,78.26929,34.82204,78.2547,0,NORMAL
TXN_001570,MERCHANT_014,2026-09-01 01:39:47,626.86,UPI,0,0,1,9,51,549.75,81.62,DEVICE_0341,192.168.89.119,0,0,8.83925,81.89904,8.80873,81.90819,0,NORMAL
TXN_002539,MERCHANT_030,2026-09-01 01:40:13,691.93,WALLET,1,0,1,3,53,630.69,125.73,DEVICE_0088,192.168.167.87,0,0,13.59133,83.78354,13.60612,83.81286,0,NORMAL
TXN_001357,MERCHANT_045,2026-09-01 01:40:42,585.77,CARD,0,1,2,6,42,652.53,82.09,DEVICE_0292,192.168.9.59,0,1,30.09648,86.08544,30.08322,86.07646,0,NORMAL
TXN_005283,MERCHANT_051,2026-09-01 01:40:57,411.62,CARD,0,0,1,7,47,344.95,94.39,DEVICE_0027,192.168.147.67,0,0,32.0942,87.54781,32.11891,87.51607,0,NORMAL
TXN_003134,MERCHANT_059,2026-09-01 01:41:49,241.66,NETBANKING,0,0,5,8,43,382.68,228.13,DEVICE_0453,192.168.132.236,0,0,19.51699,86.71938,19.47446,86.76989,0,NORMAL
TXN_000039,MERCHANT_032,2026-09-01 01:42:34,541.29,UPI,0,0,5,5,37,755.99,222.02,DEVICE_0406,192.168.102.194,1,0,26.71624,86.0717,26.71385,86.07678,0,NORMAL
TXN_007962,MERCHANT_023,2026-09-01 01:43:40,697.73,UPI,1,0,5,7,41,876.1,66.37,DEVICE_0048,192.168.58.130,0,0,29.33004,75.37296,29.31723,75.41704,0,NORMAL
TXN_001878,MERCHANT_046,2026-09-01 01:44:29,506.35,WALLET,1,1,7,7,55,357.43,140.34,DEVICE_0136,192.168.50.136,0,0,23.30535,86.29925,23.3465,86.19255,0,NORMAL
TXN_003148,MERCHANT_005,2026-09-01 01:45:29,777.16,NETBANKING,0,1,2,4,42,817.93,114.14,DEVICE_0120,192.168.22.219,0,1,14.28701,70.8112,14.15297,70.75279,0,NORMAL
TXN_005497,MERCHANT_080,2026-09-01 01:47:40,1164.76,NETBANKING,0,2,3,6,39,981.4,103.76,DEVICE_0034,192.168.176.86,0,0,10.09435,72.06787,10.09999,71.97607,0,NORMAL
TXN_000555,MERCHANT_076,2026-09-01 01:49:46,908.87,UPI,2,0,4,12,38,434.32,196.23,DEVICE_0104,192.168.97.231,0,0,24.92278,81.05849,24.92122,81.19054,0,NORMAL
TXN_003136,MERCHANT_075,2026-09-01 01:49:48,865.12,NETBANKING,0,0,4,5,32,820.89,75.39,DEVICE_0472,192.168.52.227,0,0,26.48552,71.88662,26.5502,71.80432,0,NORMAL
TXN_006510,MERCHANT_041,2026-09-01 01:50:05,853.65,NETBANKING,0,0,5,10,43,840.47,174.05,DEVICE_0162,192.168.221.190,1,0,31.24344,82.84817,31.22241,82.8283,0,NORMAL
TXN_003109,MERCHANT_078,2026-09-01 01:51:18,354.75,WALLET,0,1,4,10,46,250.65,126.97,DEVICE_0195,192.168.62.123,0,0,24.39108,70.44696,24.40028,70.47689,0,NORMAL
TXN_005171,MERCHANT_036,2026-09-01 01:52:24,553.97,CARD,0,0,2,9,42,511.58,63.87,DEVICE_0092,192.168.87.76,0,0,10.89688,70.30392,10.86028,70.37741,0,NORMAL
TXN_002341,MERCHANT_005,2026-09-01 01:52:29,650.07,CARD,2,0,1,9,65,807.59,206.49,DEVICE_0011,192.168.189.64,0,0,8.26472,81.61904,8.19115,81.66917,0,NORMAL
TXN_000881,MERCHANT_085,2026-09-01 01:53:37,835.14,CARD,0,0,5,6,42,770.95,215.47,DEVICE_0132,192.168.138.19,1,0,10.93461,85.12324,10.90128,85.19089,0,NORMAL
TXN_003600,MERCHANT_064,2026-09-01 01:54:25,698.2,UPI,8,36,85,129,446,456.15,122.26,DEVICE_0123,192.168.0.209,0,0,18.57752,72.26096,18.52627,72.15574,1,VELOCITY_SPIKE
TXN_007789,MERCHANT_007,2026-09-01 01:54:55,207.44,UPI,1,0,3,9,41,311.77,221.66,DEVICE_0111,192.168.43.62,0,0,9.95678,68.94193,9.8889,68.95627,0,NORMAL
TXN_004896,MERCHANT_013,2026-09-01 01:55:09,72.09,NETBANKING,0,1,4,9,37,305.76,194.69,DEVICE_0286,192.168.239.37,0,0,20.06068,71.47743,20.1284,71.41562,0,NORMAL
TXN_009227,MERCHANT_017,2026-09-01 01:55:48,602.86,CARD,0,0,11,11,22,460.33,116.83,DEVICE_0211,192.168.200.105,0,0,32.0478,70.57801,32.10729,70.61732,0,NORMAL
TXN_009761,MERCHANT_062,2026-09-01 01:56:04,800.45,NETBANKING,3,22,65,111,466,942.84,126.12,DEVICE_0285,192.168.69.85,0,0,14.66304,72.12241,14.66974,72.21952,1,VELOCITY_SPIKE
TXN_000980,MERCHANT_096,2026-09-01 01:56:24,767.18,NETBANKING,1,1,4,4,38,734.36,82.53,DEVICE_0331,192.168.113.186,0,0,10.52513,86.03908,10.50035,86.13434,0,NORMAL
TXN_001666,MERCHANT_071,2026-09-01 01:56:31,222.46,UPI,0,1,5,5,32,318.83,90.67,DEVICE_0263,192.168.137.168,0,0,12.36304,80.82279,12.32598,80.86043,0,NORMAL
TXN_003489,MERCHANT_015,2026-09-01 01:56:44,5879.21,CARD,0,0,2,11,48,785.01,121.26,DEVICE_0419,192.168.205.109,0,0,24.04899,76.67438,24.03439,76.73879,1,AMOUNT_ANOMALY
TXN_006508,MERCHANT_070,2026-09-01 01:57:21,453.31,NETBANKING,2,2,2,5,35,390.14,212.87,DEVICE_0487,192.168.71.212,0,0,21.4916,73.48619,21.51557,73.49618,0,NORMAL
TXN_004868,MERCHANT_024,2026-09-01 01:59:13,908.3,CARD,0,1,3,6,31,606.85,174.26,DEVICE_0449,192.168.216.144,0,0,27.05864,82.98018,27.12388,83.00974,0,NORMAL
TXN_001161,MERCHANT_065,2026-09-01 02:00:19,151.95,UPI,9,37,83,178,378,449.43,236.47,DEVICE_0355,192.168.156.64,0,1,21.81214,86.09555,21.75255,86.10735,1,VELOCITY_SPIKE
TXN_004493,MERCHANT_012,2026-09-01 02:01:25,777.83,NETBANKING,2,2,4,8,33,673.11,245.74,DEVICE_0182,192.168.219.40,0,0,32.68564,86.20346,32.62459,86.17124,0,NORMAL
TXN_003448,MERCHANT_078,2026-09-01 02:02:57,648.93,CARD,0,0,6,6,47,537.45,129.04,DEVICE_0323,192.168.196.217,0,0,10.35812,75.86293,10.36209,75.84515,0,NORMAL
TXN_002399,MERCHANT_085,2026-09-01 02:04:17,168.5,WALLET,0,4,4,7,41,583.08,236.59,DEVICE_0341,192.168.199.238,0,0,24.08698,81.75682,24.11224,81.74541,0,NORMAL
TXN_003616,MERCHANT_035,2026-09-01 02:04:24,417.68,WALLET,0,3,6,11,37,474.96,97.32,DEVICE_0475,192.168.146.234,0,0,31.08918,79.0697,31.1077,79.12522,0,NORMAL
TXN_007388,MERCHANT_018,2026-09-01 02:04:27,209.1,WALLET,1,1,5,10,40,450.62,170.43,DEVICE_0305,192.168.229.115,0,0,10.40511,71.02199,10.44947,71.02056,0,NORMAL
TXN_008432,MERCHANT_061,2026-09-01 02:05:59,619.34,UPI,0,1,4,9,43,482.64,99.33,DEVICE_0277,192.168.69.36,0,0,24.50106,68.33941,24.50413,68.21442,0,NORMAL
TXN_008085,MERCHANT_085,2026-09-01 02:06:19,724.55,UPI,6,3,5,5,33,966.03,215.82,ATTACK_DEVICE_671,192.168.174.235,1,1,10.03867,82.82105,10.08379,82.77506,1,DEVICE_ATTACK
